URL,MobileURL,Date,Title
"http://www.katc.com/story/36767726/vigil-held-for-toddler-killed-in-arnaudville","","2017-11-05 22:00:00","Vigil held for toddler killed in Arnaudville - KATC . com | Continuous News Coverage"
"https://lasvegassun.com/news/2017/nov/07/henderson-boy-14-killed-father-had-own-apartment/","","2017-11-08 07:00:00","Henderson boy , 14 , killed by father had his own apartment"
"http://fox17.com/news/local/metro-police-young-man-killed-after-friend-unintentionally-shoots-him-in-the-head","","2017-11-10 08:30:00","Metro Police : Young man killed after friend unintentionally shoots him in the head"
"http://www.shorelinemedia.net/ludington_daily_news/news/nation/michigan-couple-arraigned-in-accidental-shooting-at-day-care/article_25c10fac-0dbe-5d2e-8544-08a0bb56a2d8.html","","2017-11-03 03:30:00","Michigan couple arraigned in accidental shooting at day care | Nation"
"http://www.grandforksherald.com/news/4355883-grand-forks-deputies-investigating-accidental-shooting","http://www.grandforksherald.com/news/4355883-grand-forks-deputies-investigating-accidental-shooting?amp","2017-11-08 00:00:00","Grand Forks deputies investigating accidental shooting"
"http://www.walb.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 07:30:00","Father accused of killing son for being gay"
"http://www.wbrc.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 07:30:00","Father accused of killing son for being gay - WBRC FOX6 News"
"http://www.wbtv.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 07:45:00","Father accused of killing son for being gay - "
"http://www.tucsonnewsnow.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 07:45:00","Father accused of killing son for being gay"
"http://www.msnewsnow.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 07:45:00","Father accused of killing son for being gay - MSNewsNow . com"
"http://www.wflx.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 07:45:00","Father accused of killing son for being gay"
"http://www.kswo.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 07:45:00","Father accused of killing son for being gay - KSWO , Lawton , OK - Wichita Falls , TX : News , Weather , Sports . ABC , 24 / 7 , Telemundo"
"http://www.wtoc.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 07:45:00","Father accused of killing son for being gay"
"http://www.ktre.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 08:15:00","Father accused of killing son for being gay - KTRE . com"
"http://www.14news.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 08:15:00","Father accused of killing son for being gay"
"http://www.WAFB.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 08:15:00","Father accused of killing son for being gay"
"http://www.wtvm.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 08:15:00","Father accused of killing son for being gay"
"http://www.nbc12.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 08:00:00","Father accused of killing son for being gay - NBC12 - WWBT"
"http://www.wistv.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 08:00:00","Father accused of killing son for being gay - wistv . com"
"http://www.newswest9.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 08:00:00","Father accused of killing son for being gay - KWES NewsWest 9 / Midland , Odessa , Big Spring , TX : newswest9 . com"
"http://www.newschannel6now.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 11:45:00","Father accused of killing son for being gay - KAUZ - TV : Newschannel 6 Now"
"http://www.cleveland19.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 11:00:00","Father accused of killing son for being gay"
"http://www.live5news.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 11:30:00","Father accused of killing son for being gay - Live5News . com | Charleston , SC"
"http://www.kfvs12.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 10:45:00","Father accused of killing son for being gay"
"http://www.kait8.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 09:15:00","Father accused of killing son for being gay - KAIT Jonesboro , AR"
"http://www.kplctv.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 10:30:00","Father accused of killing son for being gay"
"http://www.ksla.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 09:00:00","Father accused of killing son for being gay"
"http://www.WLOX.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 09:00:00","Father accused of killing son for being gay - WLOX . com"
"http://www.wdam.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 08:45:00","Father accused of killing son for being gay"
"http://www.wmcactionnews5.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 10:15:00","Father accused of killing son for being gay - WMC Action News 5"
"http://www.fox8live.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 13:30:00","Father accused of killing son for being gay"
"http://www.fox19.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 10:30:00","Father accused of killing son for being gay"
"http://www.hawaiinewsnow.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 13:45:00","Father accused of killing son for being gay - Hawaii News Now"
"http://www.newschannel10.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 14:00:00","Father accused of killing son for being gay - KFDA"
"http://www.wtol.com/story/36779458/father-accused-of-killing-son-for-being-gay","","2017-11-07 09:45:00","Father accused of killing son for being gay"
"http://www.arkansasonline.com/news/2017/nov/11/jacksonville-search-nets-guns-cash-pipr/","http://amp.arkansasonline.com/news/2017/nov/11/jacksonville-search-nets-guns-cash-pipr/","2017-11-11 08:30:00","Police beat"
"https://www.wwaytv3.com/2017/11/07/father-accused-of-killing-son-for-being-gay/","","2017-11-07 21:00:00","Father accused of killing son for being gay , police say"
"http://www.palmbeachpost.com/news/crime--law/boy-accused-having-gun-west-palm-middle-school-won-held/cVinPUuo3qIZPDTifhNsRN/","http://www.palmbeachpost.com/news/crime--law/boy-accused-having-gun-west-palm-middle-school-won-held/cVinPUuo3qIZPDTifhNsRN/amp.html","2017-11-03 03:30:00","Boy who brought gun to middle school released to home detention"
"https://klvi.iheart.com/content/2017-11-09-accidental-shooting-claims-the-life-of-12-year-old-in-hardin-county/","https://klvi.iheart.com/alternate/amp/2017-11-09-accidental-shooting-claims-the-life-of-12-year-old-in-hardin-county/","2017-11-09 15:00:00","Accidental Shooting Claims The Life of 12 - Year Old In Hardin County"
"http://nypost.com/2017/11/03/hot-dog-stand-robbery-suspect-shoots-himself-in-wiener/","http://nypost.com/2017/11/03/hot-dog-stand-robbery-suspect-shoots-himself-in-wiener/amp/","2017-11-03 18:00:00","Hot dog stand robbery suspect shoots himself in wiener"
"http://www.newschannel5.com/news/man-kills-friend-in-accidental-shooting","http://amp.newschannel5.com/2395476501/man-kills-friend-in-accidental-shooting.html","2017-11-10 07:45:00","Man Kills Friend In Accidental Shooting"
"http://www.dailypress.com/news/opinion/feedback/dp-nws-feedback-20171103-story.html","http://www.dailypress.com/news/opinion/feedback/dp-nws-feedback-20171103-story,amp.html","2017-11-03 21:00:00","Facebook Feedback for Nov . 4 : Teen dies after shooting himself , manatee seen near VIMS , ozone layer healing"
"http://www.lmtonline.com/crime/article/Canadian-expert-says-Steinle-shooting-could-have-12343169.php","","2017-11-09 02:30:00","Canadian expert says Steinle shooting could have been accidental"
"http://www.sfgate.com/crime/article/kate-steinle-shooting-accident-expert-ricochet-12343169.php","http://www.sfgate.com/crime/amp/kate-steinle-shooting-accident-expert-ricochet-12343169.php","2017-11-09 03:45:00","Canadian expert says Steinle shooting could have been accidental"
"http://www.sfgate.com/crime/article/Canadian-expert-says-Steinle-shooting-could-have-12343169.php","http://www.sfgate.com/crime/amp/Canadian-expert-says-Steinle-shooting-could-have-12343169.php","2017-11-09 02:45:00","Canadian expert says Steinle shooting could have been accidental"
"http://www.sfchronicle.com/crime/article/kate-steinle-shooting-accident-expert-ricochet-12343169.php","http://www.sfchronicle.com/crime/amp/kate-steinle-shooting-accident-expert-ricochet-12343169.php","2017-11-09 03:15:00","Canadian expert says Steinle shooting could have been accidental"
"http://kfdm.com/news/local/balloon-release-for-young-boy-killed-by-accidental-gun-fire","","2017-11-11 04:00:00","Balloon release for young boy killed by accidental gun fire"
"http://kdhnews.com/news/nation/michigan-couple-arraigned-in-accidental-shooting-at-day-care/article_d1bb1c3f-a7d0-53d4-91ca-2550bccb8a4e.html","","2017-11-02 23:00:00","Michigan couple arraigned in accidental shooting at day care | Nation"
"http://time.com/5008906/blaise-horton-shooting-plaquemine-louisiana/","http://amp.timeinc.net/time/5008906/blaise-horton-shooting-plaquemine-louisiana","2017-11-03 15:45:00","Louisiana Teen Accidentally Shot His Dog and Grandmother"
